title,audio_file_id,genre,cv_1,cv_2,cv_3,cv_4,cv_5,cv_6,cv_7,cv_8,cv_9,cv_10,cv_11,cv_12,cv_13,cv_14,cv_15,cv_16,cv_17,cv_18,cv_19,cv_20,cv_21,cv_22,cv_23,cv_24,cv_25,cv_26,cv_27,cv_28,cv_29,cv_30,cv_31,cv_32,cv_33,cv_34,cv_35,cv_36,cv_37
El San Lorenzo,T9534R19,Saint's song; Son Huasteco,2,9,1,8,11,11,0,0,0,8,1,11,6,1,7,4,5,0,11,2,0,11,0,1,2,3,0,3,5,0,0,8,0,8,2,8,11
Griot's Song,T9534R21,Chant,10,0,10,8,11,11,0,11,11,5,1,11,6,11,0,7,2,9,11,2,5,11,0,1,2,3,0,0,0,0,0,5,6,8,8,8,5
Pi Mcinanga,T9534R27,Story song,4,11,11,0,0,0,11,11,11,2,6,9,11,11,3,0,2,0,3,5,2,2,0,3,8,0,11,0,5,0,0,5,2,2,2,2,2
Through the Garden,T9534R49,"",0,11,11,0,0,0,11,11,11,5,6,3,11,11,3,0,5,0,3,8,5,0,,1,2,0,11,3,5,0,0,5,4,5,2,8,8
Kalbu Dance for Yam Planting,T9534R53,Work song; agricultural song; planting song,0,0,4,5,2,2,2,0,2,5,1,5,1,7,3,2,2,0,3,5,2,11,0,1,5,7,7,3,5,0,0,2,4,2,2,2,2
Congassa,T9534R59,Congassa; dance song; initiation rite; festival song; entertainment song,0,0,1,0,2,2,0,0,0,0,6,3,6,1,3,1,2,0,1,8,5,2,0,1,0,0,0,3,11,0,0,8,4,5,5,8,2
Boll Weevil Holler,T5619R15,Blues; ballad; holler,10,11,11,8,11,11,11,11,11,8,6,11,11,11,7,7,2,6,8,2,2,11,0,7,5,3,11,3,0,11,0,5,2,5,5,2,8
Jetrve Se Na Dvor Sabivaju,T9536R08,"",6,11,11,0,2,2,11,11,11,8,0,0,11,11,3,1,5,1,3,2,5,9,0,7,0,11,11,,,,5,5,4,5,2,8,5
Mari Stoyane Stoyane,T9536R12,Spring song; door to door singing,0,11,11,0,0,0,11,11,11,5,3,9,11,11,3,0,2,0,3,8,5,6,0,3,2,0,11,3,0,0,0,5,4,2,0,8,5
Necu Vise Sprolazit Skroz Selo,T9536R20,Epic song; bugarenje,6,11,11,0,0,0,11,11,11,5,6,9,11,11,0,6,5,9,8,5,5,2,2,3,2,3,11,3,11,5,5,8,6,8,5,8,5
Sodauto,T9536R30,Harvest song; sutartine,0,11,11,0,0,0,11,11,11,8,6,0,11,11,0,1,5,0,3,8,5,0,0,1,5,0,11,0,11,0,0,5,4,0,0,8,5
Song About the Village of Ngaraard ,T9536R38,Responsorial song,1,11,11,0,0,2,11,11,11,2,6,0,11,11,3,1,5,1,1,5,5,9,0,9,2,7,11,7,5,0,0,5,4,8,2,2,2
Uana Vio,T5538R30,Dance song,2,10,10,0,0,2,8,11,11,2,1,0,1,11,3,1,5,1,11,5,8,11,8,7,8,3,3,3,11,0,0,2,4,8,8,2,2
Genove,T5538R31,"",6,4,10,2,0,2,11,11,11,2,1,7,1,11,3,7,5,4,11,5,5,11,8,7,8,3,3,3,11,0,0,5,4,8,8,2,2
Marikamu,T5538R32,"",7,10,6,0,2,5,5,0,2,5,1,7,1,9,3,,5,9,11,5,5,9,5,3,8,3,0,,5,5,5,2,4,5,5,5,2
Pita Kele,T5538R33,Game song; girls' song,6,11,11,2,2,2,11,11,11,2,1,9,11,11,0,0,5,0,11,5,8,4,0,1,,0,11,7,0,0,0,2,6,5,2,5,5
Geno Viliwa,T5538R34,"",6,11,11,0,5,2,11,11,11,8,1,9,11,11,,2,5,1,11,5,2,9,8,3,5,3,11,3,5,5,0,2,6,5,5,5,2
Thoa Thoa Roria,T5538R35,"",7,10,7,2,2,2,5,0,5,5,1,9,1,9,,1,2,1,3,2,2,9,5,3,8,3,3,7,5,11,5,0,4,8,8,5,2
Poroa,T5538R36,"",7,9,6,5,0,2,5,5,5,2,1,9,1,9,3,1,2,0,11,11,11,11,0,7,5,3,3,0,0,0,0,5,6,5,5,2,2
Kanku,T5538R37,"",2,10,7,0,2,2,5,5,5,2,6,0,6,9,3,1,8,0,11,5,8,9,8,3,5,0,0,7,5,0,5,2,6,8,5,2,5
Ariu Ulena Vanua,T5538R38,"",4,11,11,5,2,0,11,11,11,5,1,9,11,11,11,6,2,9,8,5,2,9,0,1,5,3,11,3,0,0,0,0,4,11,5,8,5
Ravu Ravu,T5538R39,"",0,10,10,0,2,2,8,11,11,2,6,7,6,9,3,0,8,0,11,5,8,9,5,3,8,0,0,7,5,0,0,2,4,8,8,5,5
Kele Kele,T5538R40,"",1,9,6,0,2,2,5,0,5,8,6,9,6,9,3,0,2,0,3,5,2,9,0,3,8,0,0,3,5,0,0,2,6,8,8,5,2
Roroi,T5538R41,"",7,10,6,0,0,2,5,5,2,2,6,0,6,9,3,0,2,1,11,5,2,0,8,3,8,0,0,3,5,0,0,2,6,8,8,5,5
Palaija,T5538R44,"",7,3,4,5,5,5,2,5,2,2,1,9,0,9,3,1,5,1,8,8,8,11,5,7,8,3,3,7,5,11,0,2,6,5,5,8,2
Lovori,T5538R45,"",1,10,10,0,2,2,8,11,11,2,1,9,9,11,3,1,5,1,3,2,8,9,5,7,5,0,0,7,5,0,0,2,4,5,2,2,2
Iko,T5538R46,"",1,11,11,0,2,2,11,11,11,5,1,9,11,11,3,1,5,1,3,2,8,4,5,9,8,0,11,7,5,5,0,2,4,5,2,2,2
Molo,T5538R47,"",6,11,11,5,2,5,11,11,11,5,0,9,11,11,3,2,5,1,11,5,8,11,0,7,8,3,11,11,5,0,0,5,4,8,8,2,2
Kanipu ivi,NULL,"",1,11,11,0,5,5,11,11,11,5,0,0,11,11,0,1,2,1,0,8,5,9,0,7,2,11,11,3,5,5,5,5,6,5,5,8,2
Aiaro gaba,NULL,"",7,9,6,0,5,5,0,2,2,2,1,9,9,9,3,2,2,1,11,8,5,9,0,3,5,7,0,3,5,5,0,5,9,8,8,8,2
Kopione,NULL,"",2,4,10,5,2,5,8,11,11,8,0,9,9,11,3,2,2,1,11,8,8,11,0,1,5,11,3,7,5,5,0,5,9,8,8,5,5
Hauwa Špa,NULL,"",1,11,11,0,2,5,11,11,11,5,1,0,11,11,3,1,2,1,8,8,5,9,0,1,5,7,11,3,11,5,0,5,6,8,5,8,2
Piyo Špa,NULL,"",0,4,8,0,5,8,8,11,11,5,0,0,9,11,3,2,2,1,8,8,2,0,2,3,5,7,3,3,11,5,5,5,6,8,8,8,2
Wabukana-peila,T5536R38,"",7,9,6,0,2,2,5,2,2,2,1,0,9,9,3,0,5,1,,8,8,9,8,7,8,0,0,3,11,0,0,2,6,5,5,2,0
"Kalamesawhawha, Mwata",T5536R39,Animal song,6,9,6,5,2,0,5,0,2,5,3,9,9,9,,1,0,0,11,5,2,11,0,1,5,0,0,0,0,0,0,5,6,5,2,5,5
"Kapue, Weku",T5536R43,"",6,11,11,5,2,2,11,11,11,2,1,9,11,11,3,6,0,9,11,5,2,11,0,3,8,0,11,0,5,0,5,5,0,8,8,5,5
"Uluma, Weku",T5536R44,Animal song,6,11,11,5,2,2,11,11,11,5,1,9,11,11,0,4,2,1,8,2,2,11,0,3,5,0,11,0,5,0,0,2,4,2,5,5,5
"Lelesalu, Ewebam",T5536R47,"",5,11,11,0,5,8,11,11,11,2,0,0,11,11,0,4,8,0,11,5,2,0,0,9,5,11,11,7,11,5,0,2,6,,5,0,5
Lomeukuani,T5536R48,"",7,11,11,5,2,2,11,11,11,5,3,9,11,11,3,0,2,0,8,2,2,11,0,3,5,0,11,3,0,0,0,2,6,5,5,5,2
Kedawa,T5536R49,Animal song,6,11,11,5,2,5,11,11,11,5,1,9,11,11,3,6,2,7,,2,0,11,0,3,8,0,11,3,5,0,0,2,4,5,2,8,2
Wahinewewela,T5536R50,"",6,11,11,5,2,2,11,11,11,5,6,9,11,11,3,0,8,0,8,2,2,11,0,3,5,0,11,3,5,5,0,2,6,8,8,5,2
Alaonaona,T5536R51,"",6,11,11,5,5,5,11,11,11,5,1,9,11,11,0,2,8,1,11,5,2,11,0,3,5,0,11,3,5,5,0,2,6,8,5,5,2
Wane'Enegasinalasaenaia,T5536R52,"",1,11,11,5,2,2,11,11,11,8,6,9,11,11,3,1,2,1,8,8,2,11,0,1,5,0,11,0,0,0,0,5,6,5,5,8,2
Kalapwasiskana,T5536R53,"",6,11,11,0,5,5,11,11,11,5,1,9,11,11,3,7,2,4,,5,2,9,0,1,5,3,11,3,5,0,0,0,4,8,5,5,2
Logalegalea,T5536R54,"",1,0,0,0,5,5,0,2,2,8,6,9,6,3,3,1,11,1,1,5,2,9,,7,2,3,3,3,5,0,5,5,0,5,5,5,2
Lodobudobu,T5536R55,"",0,0,0,0,2,5,5,2,2,5,0,9,1,5,3,3,5,1,1,2,2,0,2,3,2,7,7,7,5,0,0,2,4,5,5,8,2
Nekinibo,T5538R01,Song about a girl,2,11,11,0,5,2,11,11,11,0,9,9,11,11,0,1,5,1,11,5,2,9,0,1,5,0,11,3,0,5,0,5,6,5,8,2,0
Amsa Lalona,T5538R06,"",0,3,6,0,2,5,5,0,5,2,1,0,1,9,,1,5,1,11,0,5,9,2,7,2,3,3,7,11,0,0,8,4,5,5,8,2
Lape Lape,T5538R07,"",0,3,6,0,2,5,5,0,5,5,1,0,1,7,0,1,5,1,11,,0,6,0,7,2,3,3,3,5,0,0,5,4,5,5,8,2
Emon Dri Rile,T5538R08,"",0,9,6,0,2,5,5,0,2,5,0,9,0,9,0,1,11,0,8,2,2,9,2,3,2,3,3,7,11,5,0,8,4,5,5,8,2
Elunga Tirimo,T5538R09,"",10,10,10,8,11,11,8,11,11,5,6,11,9,11,0,6,5,4,,2,0,11,0,3,8,3,3,3,0,0,0,5,4,5,5,2,5
Aiko 1,T5538R10,"",0,9,6,0,2,5,5,0,2,5,1,9,1,9,0,1,5,1,11,0,0,9,0,3,2,3,3,7,5,11,5,8,6,5,5,8,2
Aiko 2,T5538R11,"",0,3,4,0,2,8,2,0,5,2,0,0,0,9,0,4,8,1,8,5,5,0,0,7,2,3,3,7,5,11,5,8,4,5,5,5,2
Burigo Ae,T5538R13,"",0,3,4,0,5,5,2,2,2,2,0,9,6,9,3,0,5,1,,2,2,6,0,3,0,3,3,3,5,5,5,8,6,5,8,8,2
Bauko Ae,T5538R14,"",0,3,4,0,5,5,2,0,5,0,0,0,0,7,0,1,5,1,1,0,2,0,0,7,2,0,0,7,5,0,5,8,0,5,5,8,2
Byong Alasi Yo,T5538R15,"",10,11,11,8,11,11,11,11,11,2,1,11,11,11,0,1,2,1,11,8,5,11,0,3,5,3,11,0,0,0,0,2,4,,8,5,5
Arapum,T5538R16,"",10,11,11,8,11,11,11,11,11,5,1,11,11,11,3,0,5,0,8,5,5,11,0,3,8,0,11,0,5,0,0,2,6,5,8,2,5
Lumbo,T5538R18,"",6,11,11,0,2,2,11,11,11,2,1,9,9,7,0,,,1,,8,2,4,0,1,2,3,3,0,0,0,0,5,6,5,2,8,5
Parabu Langkasa,T5538R19,"",6,11,11,5,2,2,11,11,11,2,1,9,11,11,3,6,,4,0,5,2,11,0,3,5,0,11,3,5,0,0,5,4,5,2,8,2
Kwapen,T5538R20,"",7,11,11,0,5,5,11,11,11,5,0,9,11,11,0,7,5,4,8,2,2,2,0,7,2,11,11,7,5,5,5,8,6,5,5,8,2
Mint Krang Mararai,T5538R21,"",3,3,6,5,2,2,5,5,2,5,1,9,9,5,3,6,2,9,8,5,8,11,0,7,2,0,0,11,0,0,0,5,4,8,5,8,0
Mint Arida Ganang Ringan Gruan,T5538R22,"",2,0,1,5,5,5,5,5,5,2,1,9,1,5,3,1,5,0,3,8,5,11,2,7,5,3,0,3,5,0,0,5,4,8,8,2,2
Mint Uwi Mararari,T5538R23,"",7,7,6,5,5,5,5,5,5,2,6,9,9,5,3,7,5,7,8,5,5,11,2,7,5,0,0,3,0,0,0,5,,2,8,5,
Mint Uwi Gruan,T5538R24,"",6,9,6,5,5,5,5,5,5,2,1,9,9,0,3,1,8,1,3,5,8,11,0,7,5,3,0,7,11,0,0,5,6,8,5,5,2
Mint Sumri Mararai,T5538R25,"",3,9,6,5,2,5,5,5,5,2,1,9,9,9,0,7,2,4,8,8,5,11,0,1,5,3,0,3,0,0,0,5,4,2,8,5,5
Mint Gar Mararari,T5538R26,"",0,9,6,5,5,5,5,5,5,,1,9,9,5,3,0,2,0,3,5,8,11,0,3,5,0,0,7,0,5,0,5,6,8,2,2,0
Mint Bajab Gruan,T5538R27,"",0,7,7,5,2,5,5,0,5,0,6,9,9,9,3,6,8,4,,5,5,11,0,7,2,0,0,7,5,5,5,8,0,5,2,8,0
Mint Bajab Mararari 1,T5538R28,"",6,9,6,5,2,5,5,0,5,2,6,9,9,9,3,6,2,4,11,5,8,11,0,3,5,0,0,7,5,5,5,5,0,5,2,8,0
Mint Bajab Mararari 2,T5538R29,"",6,9,6,5,5,5,5,5,5,0,1,9,9,9,3,6,2,4,8,2,5,11,0,3,2,0,0,7,5,5,5,5,0,5,5,8,0
Maikasi Chant,T5615R01,Dance song; chant,7,9,6,5,2,2,5,0,2,2,1,9,1,9,3,3,2,1,11,11,5,11,0,7,2,3,3,0,0,0,0,5,4,5,5,8,0
Mani Demon Chants,T5615R02,Spirit song; chant,7,4,5,5,2,5,2,5,5,2,1,9,9,7,3,1,5,0,3,5,5,11,0,7,5,3,3,7,5,0,0,5,4,5,5,8,0
Wene Demon Chants,T5615R03,Spirit song; chant,7,11,11,5,5,5,11,11,11,2,1,9,11,11,3,1,2,1,11,8,8,11,0,7,5,7,11,7,5,0,5,8,0,5,5,5,0
Poril Demon Chants,T5615R04,Spirit song; chant,2,4,4,5,5,5,2,5,8,5,0,9,9,7,0,2,5,1,11,8,5,11,0,7,5,7,7,7,5,0,0,8,6,5,5,5,0
Entrance of the Mani Mask,T5615R05,Spirit song; chant; mask dance; ceremonial song; healing song; cries; healing song,5,11,11,0,5,8,11,11,11,2,0,7,11,11,0,2,5,1,8,8,8,4,0,7,2,11,11,7,5,0,0,5,2,2,2,5,0
Mani Demon Chants,T5615R06,Spirit song; chant,10,4,10,8,11,11,8,11,11,5,1,11,1,11,0,,2,4,11,8,8,11,0,7,8,3,3,7,5,5,0,5,6,2,8,2,2
A Lonely Wife's Lament,T5615R07,Lament,10,11,11,8,11,11,11,11,11,8,0,,11,11,3,2,5,1,11,8,5,11,0,7,8,11,11,0,0,0,0,5,6,2,2,2,2
Lament of Parisko Maidens; Lament of the reluctant bride,T5615R08,Lament; wedding song,10,11,11,8,11,11,11,11,11,5,0,11,11,11,3,2,2,1,11,8,5,11,0,3,8,11,11,0,0,0,0,5,6,2,2,2,5
Call to the Forest; Call for the Daughters,T5615R09,Forest song; calls; cries; women's song,10,11,11,8,11,11,11,11,11,0,0,11,11,11,0,2,5,1,11,5,0,11,0,9,2,11,11,7,11,0,5,8,4,2,2,8,0
Lament for Waibu,T5615R10,Mourning song; lament,5,4,8,2,5,8,8,11,11,5,0,7,0,11,0,8,2,1,11,5,8,11,0,9,2,11,7,7,5,5,5,5,6,2,2,5,0
Sââibat,T5627R10,Warrior's song; narrative song,0,9,0,0,0,0,0,0,2,2,6,0,6,3,3,1,5,0,8,0,5,0,0,1,2,3,3,3,11,0,0,5,4,5,5,8,0
Ayoii,T5627R11,"",0,9,0,0,2,0,0,0,2,2,6,0,6,3,3,1,2,0,,5,2,0,0,1,8,0,0,3,5,0,0,5,,5,8,5,2
Gööpä,T5627R12,Clan song,0,0,0,0,2,2,0,8,2,2,1,0,6,3,3,0,0,0,3,5,2,0,0,1,2,3,3,3,11,0,5,5,4,5,5,8,0
Danse Hneen De Hienghène,T5627R13,Dance song,0,0,0,0,5,0,0,5,0,0,1,3,1,3,3,3,0,11,,0,11,11,0,1,2,0,0,0,0,0,5,,4,11,11,11,0
Hneje Lu So Ri Rawa,T5583R02,Dance song,0,7,3,0,0,0,5,0,0,2,6,3,6,5,,0,0,0,0,2,5,2,0,1,2,3,3,0,0,0,0,5,4,2,2,8,2
Bignambas De Malekula,T5583R03,"",0,11,11,0,0,0,11,11,11,8,1,0,11,11,3,2,2,1,0,0,5,2,0,3,2,0,11,0,5,0,0,5,4,5,5,5,2
Berceuse de Tiga,T5583R06,Lullaby,5,11,11,0,2,5,11,11,11,5,6,0,11,11,3,1,11,0,0,8,5,11,0,3,8,3,11,0,0,0,0,2,6,2,5,2,5
Comptine de Tiga,T5583R07,Game song; children's song,7,10,10,0,2,0,8,11,11,11,6,0,9,11,3,2,11,0,11,8,0,2,0,1,8,0,11,0,0,0,0,2,4,2,2,5,5
Berceuse De La Région Ajië,T5583R04,Lullaby,10,11,11,8,11,11,11,11,11,8,6,11,11,11,3,1,0,0,3,8,11,11,0,1,8,3,11,0,0,0,0,2,4,5,5,2,5
Kawali Kawala; Tei Daa Heedo,T5583R05,Lullaby,7,11,11,5,2,5,11,11,11,8,6,9,11,11,3,1,2,0,0,11,2,11,0,1,8,3,11,0,0,0,0,2,6,8,8,2,5
Discours,T5583R01,Mourning song; festival song,2,0,0,5,0,2,0,5,0,11,1,9,,1,3,2,5,1,0,0,8,11,0,0,2,3,3,3,0,0,0,5,6,5,0,5,0
Uunu Divinatory Song 1 ,T5582R12,Divinatory song; narrative song,0,4,1,0,2,2,2,2,8,2,6,0,0,5,,0,8,0,3,2,0,0,0,7,8,3,3,3,5,0,5,2,0,5,5,0,0
Uunu Divinatory Song 2,T5582R13,Divinatory song; narrative song,1,4,5,0,2,0,2,0,8,2,6,9,6,7,3,0,8,0,,0,2,2,0,3,8,3,3,7,5,0,0,0,2,5,2,2,2
Roiroa Women's Song 1,T5582R10,"",7,11,11,5,2,2,11,11,11,5,6,9,11,11,3,1,8,0,8,2,0,11,0,1,8,3,11,3,5,0,5,0,0,2,0,2,0
Roiroa Women's Song 2,T5582R11,Entertainment song; women's song; girls' song,7,11,11,2,2,5,11,11,11,8,1,9,11,11,3,1,2,1,3,2,0,11,0,3,5,3,11,3,5,0,5,0,9,8,0,0,2
Faa Gani 'Ae Boso,T5582R05,"",6,9,6,0,0,0,0,0,2,0,6,0,1,0,3,0,2,0,1,2,5,0,0,7,8,3,3,3,11,0,0,2,4,5,5,0,0
Rorogwela Lullaby,T5582R06,Lullaby,10,11,11,8,11,11,11,11,11,8,6,11,11,11,3,1,2,0,8,2,0,11,0,3,8,0,11,3,5,0,5,2,4,5,5,0,8
Ai Ni Mae,T5582R08,Narrative song; mythical song; historical song,0,0,0,0,0,2,0,0,2,0,6,0,6,1,3,5,5,1,,2,5,0,0,3,8,3,3,7,11,0,5,2,4,2,2,0,0
Mae'Au; Safali'Au; Ae'Au; Susulae; Ae'Au; Fafane,T5582R09,"",6,6,0,0,0,0,0,0,2,0,6,0,6,0,3,1,8,0,3,2,5,0,0,3,2,7,7,3,5,0,0,5,0,2,2,2,8
Sukute,T5582R07,"",10,0,10,8,11,11,0,11,11,11,6,11,6,11,3,11,0,0,8,8,2,11,0,1,8,0,0,0,0,0,0,5,6,2,2,2,5
Sale Mana Oolo Sale,T5584R02,"",7,11,11,0,2,2,11,11,11,0,1,0,11,11,3,6,2,4,1,2,5,0,0,7,5,3,11,7,5,5,5,2,0,2,5,2,2
Manu Mbulau,T5584R03,Animal song,0,11,11,0,2,0,11,11,11,0,0,0,11,11,0,0,2,1,1,2,5,0,5,3,2,0,11,3,11,0,0,2,4,0,2,5,2
Kigho,T5584R06,Animal song,7,11,11,0,2,2,11,11,11,2,6,0,11,11,3,1,2,0,1,2,5,0,0,3,5,0,11,3,5,0,0,5,4,2,0,5,8
Nginga Ngere Keke,T5584R07,Lament,0,11,11,0,2,5,11,11,11,0,0,0,11,11,3,2,2,1,1,2,2,0,0,7,5,11,11,3,11,0,5,2,0,2,2,5,0
Ratsi Rope,T5584R01,"",0,11,11,0,2,2,11,11,11,0,0,0,11,11,3,0,2,4,1,,0,0,0,7,5,3,11,3,11,5,5,2,0,5,5,0,0
Tsivi,T5584R04,Animal song,0,11,11,0,2,2,11,11,11,0,6,0,11,11,3,0,,1,1,2,2,0,0,7,5,3,11,7,11,0,11,2,0,5,5,2,0
Tsomimbolo,T5584R05,Pig song; holler,0,11,11,0,2,2,11,11,11,0,0,0,11,11,0,0,2,4,,,8,0,2,7,2,0,11,7,11,0,5,2,4,5,5,2,0
Vinango,T5584R08,Boat song,0,11,11,0,2,0,11,11,11,5,1,0,11,11,3,,2,1,11,0,5,0,0,3,2,3,11,3,5,5,11,2,0,5,5,2,5
Segela Ragili,T5584R09,Dance song; sitting dance; women's song,0,9,6,0,2,2,5,2,2,0,1,0,9,9,3,,2,7,1,2,0,0,0,3,5,3,11,3,11,0,0,2,4,8,2,5,0
Ovi Udu Goe,T5584R10,Dance song; sitting dance; women's song,1,10,6,0,2,2,5,5,5,0,6,0,9,9,0,6,2,7,3,2,5,0,0,3,5,3,3,3,0,0,0,2,4,5,2,5,0
Gelegele Kuli,T5584R11,Women's song,0,11,11,0,2,2,11,11,11,2,3,0,11,11,0,6,5,4,8,2,,,2,1,5,3,11,3,5,0,5,2,4,5,2,5,0
"Berceuse, Nyuba Nunuli",T5584R12,Lullaby,7,10,10,0,2,2,8,11,11,5,6,0,9,11,3,1,5,1,8,2,2,0,0,3,5,0,11,3,5,0,0,2,,2,2,2,0
Buzubuzu,T5584R13,Sitting dance; dance song; interlock,0,7,6,0,5,2,5,2,2,8,6,0,,5,3,6,2,9,1,0,0,0,0,3,2,0,0,3,5,0,11,0,0,8,11,8,2
Jejere Dukuli,T5584R14,Sitting dance; dance song,0,9,6,0,2,2,5,2,2,5,6,0,9,9,3,6,2,4,,0,0,0,2,3,5,0,0,3,0,0,5,0,0,2,2,8,5
Buzuburu,NULL,Work song; gathering song,7,9,6,2,2,2,5,0,2,2,1,9,1,9,3,2,11,1,11,5,5,11,0,1,2,0,0,7,5,0,0,5,4,8,8,8,5
Jejere dukuli,NULL,Work song,7,4,10,5,2,2,8,11,11,5,1,9,1,11,3,3,5,1,11,5,5,11,0,3,8,3,0,7,5,0,0,8,0,5,2,2,2
Akuka,NULL,"",6,9,6,5,2,2,5,2,2,2,1,9,1,7,3,2,8,0,11,2,5,11,2,1,2,3,3,3,5,0,0,2,4,5,2,5,5
Les charmeurs de serpents,NULL,Entertainment song; magic song,6,9,6,5,5,2,5,0,5,2,1,9,9,9,3,0,8,0,8,2,5,11,0,1,5,0,0,3,5,0,0,2,6,8,8,5,5
La ghedra de Goulimine,NULL,Ritual song; dance song; religious song; trance song,10,11,11,8,11,11,11,11,11,5,1,11,11,11,3,1,8,0,11,5,2,11,0,3,5,3,11,7,0,0,0,8,6,5,8,5,5
La ghedra de Goulimine,NULL,Ritual song; dance song; religious song; trance song,6,3,6,5,0,0,5,2,2,2,1,9,1,9,3,2,8,1,3,5,8,11,0,0,2,3,3,7,5,0,0,5,4,5,8,8,5
Lili,NULL,"",6,9,7,5,2,0,5,5,0,5,1,9,6,5,3,1,8,0,1,8,2,11,0,1,2,0,0,3,5,0,0,5,4,8,5,8,5
Samupka,NULL,"",0,9,6,0,2,2,5,2,0,0,6,9,9,9,3,0,2,6,11,5,2,9,0,3,2,0,0,7,5,0,0,5,4,5,5,8,2
Mitmining,NULL,"",0,9,1,0,2,2,5,5,2,2,1,9,9,9,3,0,5,0,11,5,0,6,0,3,2,0,0,3,0,5,0,2,4,2,5,8,2
Kavris,NULL,"",6,11,11,0,0,0,11,11,11,5,1,0,11,11,3,0,11,0,3,5,5,0,0,3,5,3,11,3,5,0,0,2,6,5,5,5,5
Uuyambe,NULL,"",0,4,6,0,2,2,5,0,2,5,1,9,9,9,3,1,2,1,8,5,2,9,0,3,2,3,0,7,0,0,0,5,4,5,5,8,5
Hunting Song,NULL,Hunting song,6,0,0,5,0,0,0,0,0,5,6,9,6,0,3,1,8,1,8,2,5,11,0,3,5,0,0,0,0,0,0,5,4,2,2,5,8
Urai Panoga Kagerat,T5504R07,"",5,11,11,5,2,5,11,11,11,8,0,7,11,11,3,4,8,1,8,0,2,11,0,9,5,11,11,7,11,11,5,2,0,8,8,0,8
Urai Seiget Simaggere,T5504R08,"",5,11,11,2,2,5,11,11,11,5,0,7,11,11,3,7,8,4,11,2,2,11,2,9,8,11,11,7,11,11,5,2,0,8,8,0,5
Urai Paruangan,T5504R16,"",5,11,11,5,5,5,11,11,11,8,0,9,11,11,0,1,2,1,8,8,5,11,2,9,5,11,11,7,11,11,5,2,6,8,8,2,5
Turuk Piligi,T5504R21,"",10,3,1,8,11,11,0,2,2,0,0,11,6,3,0,1,5,1,11,5,2,11,0,7,5,3,0,3,11,5,0,8,4,5,5,5,2
Urai Turuk Bilou,T5504R24,Dance song; trance song; animal song; praise song; ritual song,10,0,0,8,11,11,0,5,2,2,0,11,6,3,0,2,5,1,11,5,2,11,0,7,5,11,0,3,5,11,0,8,4,5,5,2,5
Eleielei,T5505R07,Lament,10,4,10,8,11,11,8,11,11,2,1,11,0,11,3,7,5,4,11,5,2,11,2,7,8,3,11,0,5,5,5,11,4,5,5,5,8
Atuakkiwan,T5505R34,Lament; orphan's song,10,4,10,8,11,11,8,11,11,8,0,11,0,11,3,6,5,4,11,5,2,11,0,7,5,11,11,3,5,11,0,5,4,2,2,5,8
Sayang Tak Babaleh,T5506R15,"",10,4,10,8,11,11,8,11,11,8,0,11,0,11,3,6,5,9,11,5,8,11,8,9,8,11,11,7,11,5,5,2,6,8,8,5,8
Padang Magek,T5506R34,Lagu asal; place of origin song,10,0,10,8,11,11,8,11,11,5,1,11,1,11,3,1,5,0,8,8,8,11,8,1,8,0,0,7,11,11,5,5,6,8,5,5,5
Ratok Koto Tuo,T5506R36,Lagu asal; place of origin song; ratok; lament,2,0,10,5,2,2,8,11,11,5,1,9,1,11,3,7,5,7,3,5,8,11,8,1,5,3,3,3,11,5,5,5,6,8,5,5,8
Pariaman Lamo,T5507R07,Lagu asal; place of origin song; ratok; lament,10,0,10,8,11,11,8,11,11,8,0,11,0,11,3,4,5,1,3,5,8,11,8,7,5,3,3,3,5,5,5,5,6,8,5,2,8
Ratok Solok,T5508R31,Lagu asal; place of origin song; ratok; lament,10,4,10,8,11,11,8,11,11,8,1,11,1,11,0,1,2,1,8,5,8,11,8,9,8,11,11,3,11,0,5,5,6,8,2,5,8
Muaro Labuah,T5508R32,Lagu asal; place of origin song; elders' song,10,4,10,8,11,11,8,11,11,11,0,11,0,11,3,,0,4,8,5,8,11,8,9,5,11,11,7,11,0,0,5,6,8,5,5,8
Surantiah,T5508R50,"",10,4,10,8,11,11,0,11,11,8,0,11,0,11,3,10,2,11,8,5,8,11,8,9,8,11,11,7,5,0,,2,9,8,5,5,11
Lurah Duku,T5508R51,"",10,4,10,8,11,11,0,11,11,8,0,11,0,11,3,10,2,11,8,2,8,,8,9,8,11,11,7,5,5,0,2,9,8,8,5,11
Pakok Limo - Malereng,T5509R19,Dendang Pauah; story song; narrative song; kaba,10,4,10,8,11,,8,11,11,8,0,11,0,11,3,5,2,1,8,5,8,11,5,7,2,11,11,11,5,5,5,5,6,8,5,2,11
Zamen Zamen Ratok Siti Fatimah,T5511R03,"",5,0,0,2,8,5,5,5,5,5,3,0,3,0,7,7,5,4,11,2,8,0,5,7,2,3,0,11,5,0,0,2,6,5,5,2,2
Bukik Kuduang,T5511R14,Rabab Pariaman; party song; evening song,10,0,10,8,11,11,0,11,11,8,1,11,1,11,,4,2,11,11,5,8,11,8,3,2,3,3,3,5,0,5,5,9,8,8,5,8
Degran,T5511R27,Lament; narrative song; rabab Pariaman,10,0,10,8,11,11,0,11,11,5,1,11,1,9,,6,0,9,8,5,8,11,5,3,5,3,3,7,5,0,5,5,9,8,8,2,8
